,currentDate,ExpDate,StrikePrice,Ticker,Type,Last,Implied volatility,Underlaying asset price,Expiration time
304,2/17/17,9/15/17,40,ACHC,Put,7.7,0.56074,42.59,0.574948665
305,2/17/17,9/15/17,45,ACHC,Put,9.71,0.51058,42.59,0.574948665
306,2/17/17,2/24/17,35.5,ACAD,Call,3.58,0.77644,39.279999,0.019164956
307,2/17/17,2/24/17,36,ACAD,Call,3.79,0.8479,39.279999,0.019164956
308,2/17/17,2/24/17,36.5,ACAD,Call,2.25,0.85263,39.279999,0.019164956
309,2/17/17,2/24/17,37,ACAD,Call,2.2,0.8182,39.279999,0.019164956
310,2/17/17,2/24/17,37.5,ACAD,Call,1.36,0.86675,39.279999,0.019164956
311,2/17/17,2/24/17,38,ACAD,Call,1.88,0.65888,39.279999,0.019164956
312,2/17/17,2/24/17,38.5,ACAD,Call,1.25,0.73089,39.279999,0.019164956
313,2/17/17,2/24/17,39,ACAD,Call,1.4,0.76115,39.279999,0.019164956
314,2/17/17,2/24/17,39.5,ACAD,Call,1.31,0.71025,39.279999,0.019164956
315,2/17/17,2/24/17,40,ACAD,Call,1,0.60579,39.279999,0.019164956
316,2/17/17,2/24/17,40.5,ACAD,Call,0.75,0.85631,39.279999,0.019164956
